0.047803,1
0.066266,2
0.081051,3
0.092862,4
0.104983,5
0.105729,4
0.11977,5
0.144215,6
0.15593,7
0.175296,8
0.198323,9
0.210933,10
0.22466,11
0.236678,12
0.249787,13
0.26914,14
0.280576,15
0.295147,16
0.313441,17
0.337118,18
0.348335,19
0.36867,20
0.381202,21
0.39339,22
0.404888,23
0.416928,24
0.430346,25
0.442466,26
0.455281,27
0.673232,28
1.098117,29
1.114279,28
1.717825,29
2.126184,28
2.334467,29
2.950397,30
3.141292,29
3.775372,30
4.155978,29
4.599284,30
5.171439,29
5.424767,30
6.182504,29
6.311415,30
7.194714,31
7.195322,30
8.099804,31
8.210832,30
9.184003,31
9.215684,30
10.079355,31
10.221207,30
11.232313,29
11.910725,30
12.240413,29
13.268992,28
13.44167,29
14.270648,28
14.829713,29
15.27258,28
16.209874,29
16.287569,28
16.829921,29
17.292752,28
17.452924,29
18.0748,30
18.298685,29
18.902849,30
19.313662,29
19.728958,30
20.31692,29
20.55373,30
21.323922,29
21.436137,30
22.337698,31
22.338235,30
23.227276,31
23.353659,30
24.31824,31
24.365087,30
25.22153,31
25.380119,30
26.394501,29
26.937595,30
27.401555,29
28.416953,30
28.417626,29
29.418654,28
29.990851,29
30.432726,28
30.608002,29
31.227883,30
31.435677,29
32.057929,30
32.438689,29
32.883913,30
33.453714,29
33.706969,30
34.45779,29
34.522069,30
35.3441,31
35.470064,30
36.440897,31
36.473326,30
37.334423,31
37.478477,30
38.444846,31
38.49128,30
39.330098,31
39.505726,30
40.414736,31
40.509792,30
41.521079,29
42.260135,30
42.526206,29
43.534976,28
43.902843,29
44.537792,28
45.362816,29
45.550261,28
45.990947,29
46.55778,28
46.60492,29
47.227603,30
47.56214,29
48.052347,30
48.572333,29
48.924343,30
49.588206,29
49.763412,30
50.590558,29
50.590889,30
51.497768,31
51.591612,30
52.401822,31
52.593632,30
53.487842,31
53.596646,30
54.580928,31
54.61196,30
55.470223,31
55.626793,30
56.642004,29
57.352159,30
57.652425,29
58.668432,28
59.065841,29
59.682638,28
60.33524,29
60.698045,28
60.950797,29
61.572592,30
61.713025,29
62.396921,30
62.714675,29
63.221989,30
63.715282,29
64.048556,30
64.730418,29
64.874611,30
65.699612,31
65.731437,30
66.604605,31
66.744458,30
67.698517,31
67.745458,30
68.581706,31
68.755599,30
69.678826,31
69.758678,30
70.773806,29
71.785605,28
72.800625,27
73.803803,26
74.818145,25
75.819109,24
76.833727,23
77.838061,22
78.852169,21
79.865761,20
80.881068,19
81.884979,18
82.890007,17
83.894151,16
84.898312,15
85.900605,14
86.907468,13
87.909488,12
88.911872,11
89.914627,10
90.916608,9
91.920754,8
92.924787,7
93.925965,6
94.929202,5
95.931905,4
96.936974,3
97.939483,2
98.944637,1
99.947852,0
