0.105729,46980
1.114279,46980
2.126184,46980
3.141292,46980
4.155978,46980
5.171439,46980
6.182504,46980
7.195322,46980
8.210832,46980
9.215684,46980
10.221207,46980
11.232313,46980
12.240413,46980
13.268992,46980
14.270648,46980
15.27258,46980
16.287569,46980
17.292752,46980
18.298685,46980
19.313662,46980
20.31692,46980
21.323922,46980
22.338235,46980
23.353659,46980
24.365087,46980
25.380119,46980
26.394501,46980
27.401555,46980
28.417626,46980
29.418654,46980
30.432726,46980
31.435677,46980
32.438689,46980
33.453714,46980
34.45779,46980
35.470064,46980
36.473326,46980
37.478477,46980
38.49128,46980
39.505726,46980
40.509792,46980
41.521079,46980
42.526206,46980
43.534976,46980
44.537792,46980
45.550261,46980
46.55778,46980
47.56214,46980
48.572333,46980
49.588206,46980
50.590558,46980
51.591612,46980
52.593632,46980
53.596646,46980
54.61196,46980
55.626793,46980
56.642004,46980
57.652425,46980
58.668432,46980
59.682638,46980
60.698045,46980
61.713025,46980
62.714675,46980
63.715282,46980
64.730418,46980
65.731437,46980
66.744458,46980
67.745458,46980
68.755599,46980
69.758678,46980
70.773806,46980
71.785605,46980
72.800625,46980
73.803803,46980
74.818145,46980
75.819109,46980
76.833727,46980
77.838061,46980
78.852169,46980
79.865761,46980
80.881068,46980
81.884979,46980
82.890007,46980
83.894151,46980
84.898312,46980
85.900605,46980
86.907468,46980
87.909488,46980
88.911872,46980
89.914627,46980
90.916608,46980
91.920754,46980
92.924787,46980
93.925965,46980
94.929202,46980
95.931905,46980
96.936974,46980
97.939483,46980
98.944637,46980
99.947852,46980
